fund,action,rank,client_key,business_relationship,country,segment,score,current_target_aum_eur,total_relationship_aum_eur,reason_1,reason_2,reason_3
EdR SICAV - Millesima 2032,defend,15,AEP-ASSURANCE EPARGNE PENSION / ALLFUNDS | FRANCE | Insurance Company / Unit Link,AEP-ASSURANCE EPARGNE PENSION / ALLFUNDS,FRANCE,Insurance Company / Unit Link,43.43,1809.0,46599244.0,large installed holding in the target fund,large existing EdRAM relationship,broad wallet makes the relationship commercially important
EdR SICAV - Millesima 2032,defend,16,EDR FRANCE / Fonds Propres | FRANCE | Bank / Own Account,EDR FRANCE / Fonds Propres,FRANCE,Bank / Own Account,34.79,1005.0,169523.0,large installed holding in the target fund,large existing EdRAM relationship,broad wallet makes the relationship commercially important
EdR SICAV - Millesima 2032,cross_sell,1,EDR MONACO / Managed | MONACO | Bank / EdR Private Banking,EDR MONACO / Managed,MONACO,Bank / EdR Private Banking,52.48,0.0,237119088.0,segment is a natural fit for this fund,large existing EdRAM relationship,client already uses adjacent sleeves/products
EdR SICAV - Millesima 2032,cross_sell,2,EDR MONACO | MONACO | Bank / EdR Private Banking,EDR MONACO,MONACO,Bank / EdR Private Banking,49.01,0.0,17459585.0,segment is a natural fit for this fund,large existing EdRAM relationship,client already uses adjacent sleeves/products
EdR SICAV - Millesima 2032,cross_sell,3,"EDR FRANCE, PBIA PARIS / MANAGED | FRANCE | Bank / EdR Private Banking","EDR FRANCE, PBIA PARIS / MANAGED",FRANCE,Bank / EdR Private Banking,47.48,0.0,107369826.0,segment is a natural fit for this fund,large existing EdRAM relationship,client already uses adjacent sleeves/products
EdR SICAV - Millesima 2032,cross_sell,4,EDR ITALIA PB/ALLFUNDS/Managed | ITALY | Bank / EdR Private Banking,EDR ITALIA PB/ALLFUNDS/Managed,ITALY,Bank / EdR Private Banking,46.99,0.0,135274793.0,segment is a natural fit for this fund,large existing EdRAM relationship,client already uses adjacent sleeves/products
EdR SICAV - Millesima 2032,cross_sell,5,EDRAM FUNDS LUX / EDR F / BOND ALLOC – Rétro fonds EDRAM | LUXEMBOURG | AM company / EdR Fund of Funds,EDRAM FUNDS LUX / EDR F / BOND ALLOC – Rétro fonds EDRAM,LUXEMBOURG,AM company / EdR Fund of Funds,45.9,0.0,15950414.0,segment is a natural fit for this fund,client already uses adjacent sleeves/products,large existing EdRAM relationship
EdR SICAV - Millesima 2032,cross_sell,6,"EDR FRANCE, DCP LYON / ADISORY | FRANCE | Bank / EdR Private Banking","EDR FRANCE, DCP LYON / ADISORY",FRANCE,Bank / EdR Private Banking,45.79,0.0,4101235.0,segment is a natural fit for this fund,client already uses adjacent sleeves/products,large existing EdRAM relationship
EdR SICAV - Millesima 2032,cross_sell,7,"EDR EUROPE, SUCURSAL EM PORTUGAL / Managed | PORTUGAL | Bank / EdR Private Banking","EDR EUROPE, SUCURSAL EM PORTUGAL / Managed",PORTUGAL,Bank / EdR Private Banking,44.11,0.0,23586055.0,segment is a natural fit for this fund,large existing EdRAM relationship,client already uses adjacent sleeves/products
EdR SICAV - Millesima 2032,cross_sell,8,CACEIS BANK LUXEMBOURG | WORLD | Bank / Trading Platform,CACEIS BANK LUXEMBOURG,WORLD,Bank / Trading Platform,44.1,0.0,8558811.0,large existing EdRAM relationship,client already uses adjacent sleeves/products,fund already shows product-market fit in this country
EdR SICAV - Millesima 2032,cross_sell,9,"EDR FRANCE, PBIA LYON / MANAGED | FRANCE | Bank / EdR Private Banking","EDR FRANCE, PBIA LYON / MANAGED",FRANCE,Bank / EdR Private Banking,44.02,0.0,13391946.0,segment is a natural fit for this fund,large existing EdRAM relationship,client already uses adjacent sleeves/products
EdR SICAV - Millesima 2032,cross_sell,10,EDR SUISSE - GENEVE / Advisory | SWITZERLAND | Bank / EdR Private Banking,EDR SUISSE - GENEVE / Advisory,SWITZERLAND,Bank / EdR Private Banking,43.86,0.0,270854383.0,segment is a natural fit for this fund,large existing EdRAM relationship,client already uses adjacent sleeves/products
EdR SICAV - Millesima 2032,cross_sell,11,CAISSE RÉGIONALE DE CRÉDIT MARITIME ATLANTIQUE | FRANCE | Bank / Retail,CAISSE RÉGIONALE DE CRÉDIT MARITIME ATLANTIQUE,FRANCE,Bank / Retail,43.09,0.0,12812084.0,client already uses adjacent sleeves/products,large existing EdRAM relationship,broad wallet makes the relationship commercially important
EdR SICAV - Millesima 2032,cross_sell,12,"EDR SUISSE, SUCCURSALE DE LUGANO / Not Managed | SWITZERLAND | Bank / EdR Private Banking","EDR SUISSE, SUCCURSALE DE LUGANO / Not Managed",SWITZERLAND,Bank / EdR Private Banking,43.02,0.0,13297268.0,segment is a natural fit for this fund,large existing EdRAM relationship,client already uses adjacent sleeves/products
EdR SICAV - Millesima 2032,cross_sell,13,"EDR SUISSE, REPRESENTATIVE OFFICE ISRAEL / Advisory | ISRAEL | Bank / EdR Private Banking","EDR SUISSE, REPRESENTATIVE OFFICE ISRAEL / Advisory",ISRAEL,Bank / EdR Private Banking,42.99,0.0,4506838.0,segment is a natural fit for this fund,large existing EdRAM relationship,client already uses adjacent sleeves/products
EdR SICAV - Millesima 2032,cross_sell,14,EFG BANK (SUISSE) - CUSTODIAN | SWITZERLAND | Bank / Private Banking,EFG BANK (SUISSE) - CUSTODIAN,SWITZERLAND,Bank / Private Banking,42.76,0.0,1098348.0,client already uses adjacent sleeves/products,large existing EdRAM relationship,broad wallet makes the relationship commercially important
EdR SICAV - Millesima 2032,cross_sell,15,"EDR EUROPE, SUCURSAL EN ESPAÑA / ALLFUNDS INTERN. | SPAIN | Bank / EdR Private Banking","EDR EUROPE, SUCURSAL EN ESPAÑA / ALLFUNDS INTERN.",SPAIN,Bank / EdR Private Banking,42.64,0.0,149703671.0,segment is a natural fit for this fund,large existing EdRAM relationship,client already uses adjacent sleeves/products
EdR SICAV - Millesima 2032,cross_sell,16,"EDR FRANCE, PBIA PROVINCE / MANAGED | FRANCE | Bank / EdR Private Banking","EDR FRANCE, PBIA PROVINCE / MANAGED",FRANCE,Bank / EdR Private Banking,42.54,0.0,21985611.0,segment is a natural fit for this fund,large existing EdRAM relationship,client already uses adjacent sleeves/products
EdR SICAV - Millesima 2032,cross_sell,17,"EDR EUROPE, SUCURSAL EN ESPAÑA / Not Managed | SPAIN | Bank / EdR Private Banking","EDR EUROPE, SUCURSAL EN ESPAÑA / Not Managed",SPAIN,Bank / EdR Private Banking,42.36,0.0,10136029.0,segment is a natural fit for this fund,large existing EdRAM relationship,client already uses adjacent sleeves/products
EdR SICAV - Millesima 2032,cross_sell,18,CFM Indosuez Wealth (ex CFM) / FUND CHANNEL | MONACO | AM company / Fund of Funds,CFM Indosuez Wealth (ex CFM) / FUND CHANNEL,MONACO,AM company / Fund of Funds,42.28,0.0,34859970.0,large existing EdRAM relationship,client already uses adjacent sleeves/products,fund already shows product-market fit in this country
EdR SICAV - Millesima 2032,cross_sell,19,EDR SUISSE - GENEVE / Managed | SWITZERLAND | Bank / EdR Private Banking,EDR SUISSE - GENEVE / Managed,SWITZERLAND,Bank / EdR Private Banking,42.02,0.0,456962754.0,large existing EdRAM relationship,segment is a natural fit for this fund,low current exposure leaves whitespace for a new sleeve
EdR SICAV - Millesima 2032,cross_sell,20,"EDR EUROPE, SUCURSAL EN ESPAÑA / Managed | SPAIN | Bank / EdR Private Banking","EDR EUROPE, SUCURSAL EN ESPAÑA / Managed",SPAIN,Bank / EdR Private Banking,41.63,0.0,12590119.0,segment is a natural fit for this fund,large existing EdRAM relationship,client already uses adjacent sleeves/products
EdR SICAV - Millesima 2032,cross_sell,21,EDR SUISSE - ZURICH / Advisory | SWITZERLAND | Bank / EdR Private Banking,EDR SUISSE - ZURICH / Advisory,SWITZERLAND,Bank / EdR Private Banking,41.59,0.0,25261033.0,segment is a natural fit for this fund,large existing EdRAM relationship,client already uses adjacent sleeves/products
EdR SICAV - Millesima 2032,cross_sell,22,"EDR SUISSE, REPRESENTATIVE OFFICE ISRAEL / Not Managed | ISRAEL | Bank / EdR Private Banking","EDR SUISSE, REPRESENTATIVE OFFICE ISRAEL / Not Managed",ISRAEL,Bank / EdR Private Banking,41.57,0.0,869876.0,segment is a natural fit for this fund,client already uses adjacent sleeves/products,large existing EdRAM relationship
EdR SICAV - Millesima 2032,cross_sell,23,"EDR SUISSE, SUCCURSALE DE LUGANO / Managed | SWITZERLAND | Bank / EdR Private Banking","EDR SUISSE, SUCCURSALE DE LUGANO / Managed",SWITZERLAND,Bank / EdR Private Banking,41.55,0.0,161330036.0,large existing EdRAM relationship,segment is a natural fit for this fund,low current exposure leaves whitespace for a new sleeve
EdR SICAV - Millesima 2032,cross_sell,24,EDR EUROPE - BP / Managed | LUXEMBOURG | Bank / EdR Private Banking,EDR EUROPE - BP / Managed,LUXEMBOURG,Bank / EdR Private Banking,40.97,0.0,69366566.0,large existing EdRAM relationship,segment is a natural fit for this fund,low current exposure leaves whitespace for a new sleeve
EdR SICAV - Millesima 2032,cross_sell,25,EDRAM FUNDS LUX / Fonds Tiers non gérés (IFS) | LUXEMBOURG | AM company / EdR Fund of Funds,EDRAM FUNDS LUX / Fonds Tiers non gérés (IFS),LUXEMBOURG,AM company / EdR Fund of Funds,40.88,0.0,13382402.0,segment is a natural fit for this fund,large existing EdRAM relationship,low current exposure leaves whitespace for a new sleeve
EdR SICAV - Millesima 2032,new_allocation,1,"EDR FRANCE, EDRAC / AXA FRANCE VIE (Technical) | FRANCE | Bank / EdR Private Banking","EDR FRANCE, EDRAC / AXA FRANCE VIE (Technical)",FRANCE,Bank / EdR Private Banking,69.93,0.0,19536434.0,large existing EdRAM relationship,segment is a natural fit for this fund,low current exposure leaves whitespace for a new sleeve
EdR SICAV - Millesima 2032,new_allocation,2,SULLY PATRIMOINE GESTION / no rebates | FRANCE | AM company / EdR Fund of Funds,SULLY PATRIMOINE GESTION / no rebates,FRANCE,AM company / EdR Fund of Funds,64.67,0.0,281640.0,low current exposure leaves whitespace for a new sleeve,segment is a natural fit for this fund,large existing EdRAM relationship
EdR SICAV - Millesima 2032,new_allocation,3,ARKEA DIRECT BANK / FORTUNEO | FRANCE | Bank / Online Broker,ARKEA DIRECT BANK / FORTUNEO,FRANCE,Bank / Online Broker,62.13,0.0,9739357.0,low current exposure leaves whitespace for a new sleeve,large existing EdRAM relationship,segment is a natural fit for this fund
EdR SICAV - Millesima 2032,new_allocation,4,BFORBANK / FUND CHANNEL | FRANCE | Bank / Online Broker,BFORBANK / FUND CHANNEL,FRANCE,Bank / Online Broker,61.33,0.0,2846262.0,low current exposure leaves whitespace for a new sleeve,large existing EdRAM relationship,segment is a natural fit for this fund
EdR SICAV - Millesima 2032,new_allocation,5,ASSURANCES DU CREDIT MUTUEL - ACM | FRANCE | Insurance Company / Unit Link,ASSURANCES DU CREDIT MUTUEL - ACM,FRANCE,Insurance Company / Unit Link,61.03,0.0,66806016.0,large existing EdRAM relationship,low current exposure leaves whitespace for a new sleeve,ticket size supports a meaningful allocation
EdR SICAV - Millesima 2032,new_allocation,6,"EDR FRANCE, EDRAC / CRCA / GENERALI (Technical) | FRANCE | Bank / EdR Private Banking","EDR FRANCE, EDRAC / CRCA / GENERALI (Technical)",FRANCE,Bank / EdR Private Banking,61.0,0.0,74417178.0,large existing EdRAM relationship,segment is a natural fit for this fund,low current exposure leaves whitespace for a new sleeve
EdR SICAV - Millesima 2032,new_allocation,7,ERES GESTION | FRANCE | AM company / Fund of Funds,ERES GESTION,FRANCE,AM company / Fund of Funds,60.98,0.0,18513306.0,low current exposure leaves whitespace for a new sleeve,large existing EdRAM relationship,wallet is not overly concentrated in one existing line
EdR SICAV - Millesima 2032,new_allocation,8,BOURSORAMA | FRANCE | Bank / Online Broker,BOURSORAMA,FRANCE,Bank / Online Broker,60.94,0.0,30909499.0,large existing EdRAM relationship,low current exposure leaves whitespace for a new sleeve,segment is a natural fit for this fund
EdR SICAV - Millesima 2032,new_allocation,9,ARGENTA SPAARBANK - BELGIQUE | BELGIUM | Bank / Retail,ARGENTA SPAARBANK - BELGIQUE,BELGIUM,Bank / Retail,60.88,0.0,15572652.0,low current exposure leaves whitespace for a new sleeve,large existing EdRAM relationship,ticket size supports a meaningful allocation
EdR SICAV - Millesima 2032,new_allocation,10,PROMEPAR ASSET MANAGEMENT | FRANCE | Bank / Retail,PROMEPAR ASSET MANAGEMENT,FRANCE,Bank / Retail,59.93,0.0,4011304.0,low current exposure leaves whitespace for a new sleeve,large existing EdRAM relationship,segment is a natural fit for this fund
EdR SICAV - Millesima 2032,new_allocation,11,SURAVENIR DISTRIBUTION | FRANCE | Insurance Company / Unit Link,SURAVENIR DISTRIBUTION,FRANCE,Insurance Company / Unit Link,59.89,0.0,195020622.0,large existing EdRAM relationship,low current exposure leaves whitespace for a new sleeve,ticket size supports a meaningful allocation
EdR SICAV - Millesima 2032,new_allocation,12,EDRAM FUNDS LUX / PRIVEE SELECT | LUXEMBOURG | AM company / EdR Fund of Funds,EDRAM FUNDS LUX / PRIVEE SELECT,LUXEMBOURG,AM company / EdR Fund of Funds,59.88,0.0,33707295.0,large existing EdRAM relationship,segment is a natural fit for this fund,low current exposure leaves whitespace for a new sleeve
EdR SICAV - Millesima 2032,new_allocation,13,"MGEFI (Mutuelle générale de l'économie, des finances et de l'industrie) | FRANCE | Insurance Company / Mutuelle","MGEFI (Mutuelle générale de l'économie, des finances et de l'industrie)",FRANCE,Insurance Company / Mutuelle,59.71,0.0,8413090.0,low current exposure leaves whitespace for a new sleeve,large existing EdRAM relationship,ticket size supports a meaningful allocation
EdR SICAV - Millesima 2032,new_allocation,14,BGL BNP PARIBAS / GDP | FRANCE | Bank / EdR Private Banking,BGL BNP PARIBAS / GDP,FRANCE,Bank / EdR Private Banking,59.1,0.0,163250.0,low current exposure leaves whitespace for a new sleeve,segment is a natural fit for this fund,large existing EdRAM relationship
EdR SICAV - Millesima 2032,new_allocation,15,EASYBOURSE | FRANCE | Bank / Online Broker,EASYBOURSE,FRANCE,Bank / Online Broker,58.85,0.0,900267.0,low current exposure leaves whitespace for a new sleeve,large existing EdRAM relationship,segment is a natural fit for this fund
EdR SICAV - Millesima 2032,new_allocation,16,LES ASSURANCES MUTUELLES LE CONSERVATEUR | FRANCE | Insurance Company / Unit Link,LES ASSURANCES MUTUELLES LE CONSERVATEUR,FRANCE,Insurance Company / Unit Link,58.59,0.0,66504666.0,low current exposure leaves whitespace for a new sleeve,large existing EdRAM relationship,ticket size supports a meaningful allocation
EdR SICAV - Millesima 2032,new_allocation,17,EPSOR (Marque de FREMAVI SAS) | FRANCE | Independant Financial Advisor,EPSOR (Marque de FREMAVI SAS),FRANCE,Independant Financial Advisor,58.41,0.0,20529671.0,low current exposure leaves whitespace for a new sleeve,large existing EdRAM relationship,ticket size supports a meaningful allocation
EdR SICAV - Millesima 2032,new_allocation,18,ALLIANZ VIE / MFEX | FRANCE | Insurance Company / Unit Link,ALLIANZ VIE / MFEX,FRANCE,Insurance Company / Unit Link,58.39,0.0,41077382.0,large existing EdRAM relationship,low current exposure leaves whitespace for a new sleeve,ticket size supports a meaningful allocation
EdR SICAV - Millesima 2032,new_allocation,19,CREDIT AGRICOLE ASSURANCES (ex PREDICA) / FUND CHANNEL | FRANCE | Insurance Company / Unit Link,CREDIT AGRICOLE ASSURANCES (ex PREDICA) / FUND CHANNEL,FRANCE,Insurance Company / Unit Link,58.26,0.0,131865104.0,large existing EdRAM relationship,low current exposure leaves whitespace for a new sleeve,ticket size supports a meaningful allocation
EdR SICAV - Millesima 2032,new_allocation,20,"EDR EUROPE, REPRESENTATIVE OFFICE ISRAEL / Managed | ISRAEL | Bank / EdR Private Banking","EDR EUROPE, REPRESENTATIVE OFFICE ISRAEL / Managed",ISRAEL,Bank / EdR Private Banking,57.82,0.0,339496.0,low current exposure leaves whitespace for a new sleeve,segment is a natural fit for this fund,large existing EdRAM relationship
EdR SICAV - Millesima 2032,new_allocation,21,"EDR EUROPE, SUCURSAL EM PORTUGAL / Not Managed | PORTUGAL | Bank / EdR Private Banking","EDR EUROPE, SUCURSAL EM PORTUGAL / Not Managed",PORTUGAL,Bank / EdR Private Banking,57.79,0.0,5390569.0,large existing EdRAM relationship,segment is a natural fit for this fund,low current exposure leaves whitespace for a new sleeve
EdR SICAV - Millesima 2032,new_allocation,22,CRCAM NORD DE FRANCE (Distribution) / FUND CHANNEL | FRANCE | Bank / Retail,CRCAM NORD DE FRANCE (Distribution) / FUND CHANNEL,FRANCE,Bank / Retail,57.68,0.0,458253.0,low current exposure leaves whitespace for a new sleeve,large existing EdRAM relationship,segment is a natural fit for this fund
EdR SICAV - Millesima 2032,new_allocation,23,CRCAM CENTRE FRANCE (Distribution) / FUND CHANNEL | FRANCE | Bank / Retail,CRCAM CENTRE FRANCE (Distribution) / FUND CHANNEL,FRANCE,Bank / Retail,57.59,0.0,900809.0,low current exposure leaves whitespace for a new sleeve,large existing EdRAM relationship,segment is a natural fit for this fund
EdR SICAV - Millesima 2032,new_allocation,24,CA INDOSUEZ / FUND CHANNEL | FRANCE | Bank / Private Banking,CA INDOSUEZ / FUND CHANNEL,FRANCE,Bank / Private Banking,57.58,0.0,32160140.0,large existing EdRAM relationship,low current exposure leaves whitespace for a new sleeve,ticket size supports a meaningful allocation
